Bridge/Tunnel,Year,Month,Vehicles Type,Eastbound Volume
Bayonne Bridge,2014,Jun,Automobile,230353
Bayonne Bridge,2014,Mar,Automobile,228401
Bayonne Bridge,2014,May,Automobile,211592
Bayonne Bridge,2014,Apr,Automobile,222839
Bayonne Bridge,2014,Feb,Automobile,191670
Bayonne Bridge,2014,Jan,Automobile,217623
Bayonne Bridge,2014,Jan,Bus,1389
Bayonne Bridge,2014,May,Bus,1468
Bayonne Bridge,2014,Apr,Bus,1298
Bayonne Bridge,2014,Mar,Bus,1383
Bayonne Bridge,2014,Feb,Bus,1211
Bayonne Bridge,2014,Jun,Bus,1511
Bayonne Bridge,2014,Apr,Total vehicles,240789
Bayonne Bridge,2014,Jun,Total vehicles,249395
Bayonne Bridge,2014,Jan,Total vehicles,236061
Bayonne Bridge,2014,Feb,Total vehicles,207434
Bayonne Bridge,2014,Mar,Total vehicles,247515
Bayonne Bridge,2014,May,Total vehicles,230416
Bayonne Bridge,2014,Feb,Truck,14553
Bayonne Bridge,2014,Apr,Truck,16652
Bayonne Bridge,2014,Mar,Truck,17731
Bayonne Bridge,2014,May,Truck,17356
Bayonne Bridge,2014,Jan,Truck,17049
Bayonne Bridge,2014,Jun,Truck,17531
Bayonne Bridge,2013,Jul,Automobile,274895
Bayonne Bridge,2013,Oct,Automobile,276098
Bayonne Bridge,2013,Aug,Automobile,280857
Bayonne Bridge,2013,Apr,Automobile,264471
Bayonne Bridge,2013,Dec,Automobile,246151
Bayonne Bridge,2013,Mar,Automobile,261071
Bayonne Bridge,2013,Sep,Automobile,262422
Bayonne Bridge,2013,Feb,Automobile,228696
Bayonne Bridge,2013,May,Automobile,278376
Bayonne Bridge,2013,Jun,Automobile,270994
Bayonne Bridge,2013,Jan,Automobile,255418
Bayonne Bridge,2013,Nov,Automobile,260625
Bayonne Bridge,2013,Sep,Bus,1858
Bayonne Bridge,2013,Jan,Bus,1637
Bayonne Bridge,2013,Feb,Bus,1475
Bayonne Bridge,2013,Mar,Bus,1776
Bayonne Bridge,2013,Apr,Bus,1852
Bayonne Bridge,2013,Dec,Bus,1605
Bayonne Bridge,2013,May,Bus,2052
Bayonne Bridge,2013,Jun,Bus,1783
Bayonne Bridge,2013,Nov,Bus,1814
Bayonne Bridge,2013,Jul,Bus,1990
Bayonne Bridge,2013,Aug,Bus,2172
Bayonne Bridge,2013,Oct,Bus,2154
Bayonne Bridge,2013,Aug,Total vehicles,307269
Bayonne Bridge,2013,May,Total vehicles,302573
Bayonne Bridge,2013,Jul,Total vehicles,299264
Bayonne Bridge,2013,Apr,Total vehicles,288071
Bayonne Bridge,2013,Jun,Total vehicles,293505
Bayonne Bridge,2013,Feb,Total vehicles,249747
Bayonne Bridge,2013,Dec,Total vehicles,266325
Bayonne Bridge,2013,Mar,Total vehicles,283081
Bayonne Bridge,2013,Sep,Total vehicles,286315
Bayonne Bridge,2013,Oct,Total vehicles,301657
Bayonne Bridge,2013,Nov,Total vehicles,282641
Bayonne Bridge,2013,Jan,Total vehicles,279932
Bayonne Bridge,2013,Nov,Truck,20202
Bayonne Bridge,2013,Jan,Truck,22877
Bayonne Bridge,2013,Jul,Truck,22379
Bayonne Bridge,2013,Oct,Truck,23405
Bayonne Bridge,2013,Aug,Truck,24240
Bayonne Bridge,2013,Apr,Truck,21748
Bayonne Bridge,2013,Dec,Truck,18569
Bayonne Bridge,2013,May,Truck,22145
Bayonne Bridge,2013,Jun,Truck,20728
Bayonne Bridge,2013,Sep,Truck,22035
Bayonne Bridge,2013,Feb,Truck,19576
Bayonne Bridge,2013,Mar,Truck,20234
Bayonne Bridge,2012,Nov,Automobile,255092
Bayonne Bridge,2012,May,Automobile,279834
Bayonne Bridge,2012,Aug,Automobile,285574
Bayonne Bridge,2012,Mar,Automobile,271635
Bayonne Bridge,2012,Oct,Automobile,257249
Bayonne Bridge,2012,Feb,Automobile,246458
Bayonne Bridge,2012,Dec,Automobile,264083
Bayonne Bridge,2012,Sep,Automobile,261214
Bayonne Bridge,2012,Apr,Automobile,265546
Bayonne Bridge,2012,Jan,Automobile,251641
Bayonne Bridge,2012,Jun,Automobile,276357
Bayonne Bridge,2012,Jul,Automobile,274135
Bayonne Bridge,2012,Mar,Bus,2029
Bayonne Bridge,2012,Sep,Bus,1802
Bayonne Bridge,2012,Jan,Bus,1784
Bayonne Bridge,2012,Jun,Bus,2138
Bayonne Bridge,2012,Dec,Bus,1732
Bayonne Bridge,2012,Feb,Bus,1752
Bayonne Bridge,2012,Oct,Bus,1857
Bayonne Bridge,2012,May,Bus,2353
Bayonne Bridge,2012,Nov,Bus,2621
Bayonne Bridge,2012,Apr,Bus,1956
Bayonne Bridge,2012,Aug,Bus,2171
Bayonne Bridge,2012,Jul,Bus,2133
Bayonne Bridge,2012,Apr,Total vehicles,293024
Bayonne Bridge,2012,Aug,Total vehicles,312325
Bayonne Bridge,2012,Jul,Total vehicles,299695
Bayonne Bridge,2012,Sep,Total vehicles,283566
Bayonne Bridge,2012,Jan,Total vehicles,277750
Bayonne Bridge,2012,Mar,Total vehicles,299551
Bayonne Bridge,2012,May,Total vehicles,308448
Bayonne Bridge,2012,Oct,Total vehicles,279714
Bayonne Bridge,2012,Nov,Total vehicles,280807
Bayonne Bridge,2012,Jun,Total vehicles,303953
Bayonne Bridge,2012,Dec,Total vehicles,287728
Bayonne Bridge,2012,Feb,Total vehicles,271941
Bayonne Bridge,2012,Mar,Truck,25887
Bayonne Bridge,2012,Feb,Truck,23731
Bayonne Bridge,2012,Aug,Truck,24580
Bayonne Bridge,2012,Apr,Truck,25522
Bayonne Bridge,2012,Oct,Truck,20608
Bayonne Bridge,2012,May,Truck,26261
Bayonne Bridge,2012,Jul,Truck,23427
Bayonne Bridge,2012,Sep,Truck,20550
Bayonne Bridge,2012,Jan,Truck,24325
Bayonne Bridge,2012,Nov,Truck,23094
Bayonne Bridge,2012,Jun,Truck,25458
Bayonne Bridge,2012,Dec,Truck,21913
Bayonne Bridge,2011,Feb,Automobile,232496
Bayonne Bridge,2011,Mar,Automobile,273643
Bayonne Bridge,2011,Jan,Automobile,237522
Bayonne Bridge,2011,Apr,Automobile,272343
Bayonne Bridge,2011,Dec,Automobile,271087
Bayonne Bridge,2011,May,Automobile,285160
Bayonne Bridge,2011,Nov,Automobile,264128
Bayonne Bridge,2011,Oct,Automobile,266971
Bayonne Bridge,2011,Aug,Automobile,270606
Bayonne Bridge,2011,Jun,Automobile,284862
Bayonne Bridge,2011,Sep,Automobile,267838
Bayonne Bridge,2011,Jul,Automobile,278601
Bayonne Bridge,2011,Dec,Bus,1833
Bayonne Bridge,2011,Jan,Bus,1743
Bayonne Bridge,2011,Sep,Bus,2272
Bayonne Bridge,2011,Jul,Bus,2312
Bayonne Bridge,2011,Jun,Bus,2501
Bayonne Bridge,2011,May,Bus,2420
Bayonne Bridge,2011,Mar,Bus,2096
Bayonne Bridge,2011,Nov,Bus,2120
Bayonne Bridge,2011,Oct,Bus,2194
Bayonne Bridge,2011,Apr,Bus,2187
Bayonne Bridge,2011,Aug,Bus,2212
Bayonne Bridge,2011,Feb,Bus,1741
Bayonne Bridge,2011,Jul,Total vehicles,306207
Bayonne Bridge,2011,Oct,Total vehicles,294054
Bayonne Bridge,2011,Sep,Total vehicles,297538
Bayonne Bridge,2011,Aug,Total vehicles,301245
Bayonne Bridge,2011,Feb,Total vehicles,257419
Bayonne Bridge,2011,Mar,Total vehicles,302679
Bayonne Bridge,2011,Jan,Total vehicles,262283
Bayonne Bridge,2011,Jun,Total vehicles,314230
Bayonne Bridge,2011,Nov,Total vehicles,290553
Bayonne Bridge,2011,Dec,Total vehicles,297024
Bayonne Bridge,2011,May,Total vehicles,313124
Bayonne Bridge,2011,Apr,Total vehicles,300070
Bayonne Bridge,2011,Apr,Truck,25540
Bayonne Bridge,2011,May,Truck,25544
